task_id,task_code,project_id,assigned_user_id,task_name,task_status,priority,created_date,due_date,completed_date
668,TSK00668,27,123,Create Dashboard,in progress,medium,2024-08-04,2024-08-21,
669,TSK00669,27,98,Fix Bugs,completed,low,2024-08-05,2024-08-20,2024-08-23
670,TSK00670,27,118,Deploy Application,in progress,high,2024-08-02,2024-08-20,
671,TSK00671,27,100,Create Dashboard,completed,medium,2024-07-31,2024-08-26,2024-08-03
672,TSK00672,27,104,Fix Bugs,completed,medium,2024-07-23,2024-08-28,2024-08-03
673,TSK00673,28,120,Security Testing,in progress,medium,2025-08-09,2025-09-24,
674,TSK00674,28,99,Deploy Application,in progress,low,2025-08-08,2025-09-27,
675,TSK00675,28,106,Design User Interface,in progress,high,2025-08-18,2025-09-03,
676,TSK00676,28,106,Security Testing,completed,high,2025-08-10,2025-09-15,2025-08-21
677,TSK00677,28,115,Develop API,in progress,high,2025-08-10,2025-09-17,
678,TSK00678,28,103,Design User Interface,completed,low,2025-08-16,2025-09-09,2025-08-22
679,TSK00679,28,111,Develop API,completed,medium,2025-08-12,2025-10-06,2025-08-18
680,TSK00680,28,112,Write Documentation,pending,medium,2025-08-30,2025-10-01,
681,TSK00681,28,93,Design User Interface,completed,medium,2025-08-19,2025-10-11,2025-09-01
682,TSK00682,28,117,Deploy Application,completed,low,2025-08-17,2025-10-06,2025-08-28
683,TSK00683,28,100,Create Dashboard,completed,medium,2025-08-06,2025-08-19,2025-08-14
684,TSK00684,28,102,Develop API,in progress,low,2025-08-18,2025-08-27,
685,TSK00685,28,116,Deploy Application,completed,medium,2025-08-15,2025-09-12,2025-08-30
686,TSK00686,28,103,Optimize Performance,completed,medium,2025-08-19,2025-09-07,2025-08-24
687,TSK00687,28,93,Testing Module,completed,medium,2025-08-11,2025-08-26,2025-08-24
688,TSK00688,28,109,Develop API,completed,low,2025-08-12,2025-10-03,2025-08-31
689,TSK00689,28,121,Fix Bugs,completed,high,2025-08-26,2025-10-11,2025-09-08
690,TSK00690,28,94,Create Database Schema,in progress,medium,2025-08-07,2025-08-15,
691,TSK00691,28,107,Write Documentation,completed,low,2025-08-07,2025-08-30,2025-08-21
692,TSK00692,28,115,Design User Interface,completed,medium,2025-08-21,2025-10-09,2025-08-28
693,TSK00693,28,112,Security Testing,completed,high,2025-08-09,2025-09-11,2025-08-18
694,TSK00694,28,116,Security Testing,completed,low,2025-09-01,2025-09-15,2025-09-18
695,TSK00695,28,99,Security Testing,pending,low,2025-08-31,2025-09-23,
696,TSK00696,28,99,Create Dashboard,in progress,high,2025-09-01,2025-09-26,
697,TSK00697,28,108,Testing Module,pending,medium,2025-08-11,2025-09-17,
698,TSK00698,28,93,Create Database Schema,pending,high,2025-08-16,2025-10-15,
699,TSK00699,28,123,Create Database Schema,completed,high,2025-08-24,2025-09-04,2025-08-29
700,TSK00700,28,113,Testing Module,completed,medium,2025-08-29,2025-09-23,2025-09-07
701,TSK00701,28,96,Develop API,in progress,high,2025-08-14,2025-09-08,
702,TSK00702,28,106,Create Database Schema,completed,low,2025-08-17,2025-10-11,2025-08-28
703,TSK00703,28,120,Develop API,pending,medium,2025-09-03,2025-09-20,
704,TSK00704,28,107,Security Testing,in progress,medium,2025-08-16,2025-10-08,
705,TSK00705,28,103,Develop API,in progress,low,2025-08-08,2025-09-09,
706,TSK00706,28,105,Optimize Performance,in progress,high,2025-08-20,2025-10-07,
707,TSK00707,28,97,Design User Interface,completed,critical,2025-09-03,2025-09-20,2025-09-07
708,TSK00708,28,111,Optimize Performance,in progress,high,2025-08-09,2025-09-28,
709,TSK00709,28,105,Create Dashboard,pending,medium,2025-08-20,2025-10-09,
710,TSK00710,29,108,Optimize Performance,completed,low,2025-08-11,2025-09-13,2025-08-16
711,TSK00711,29,101,Create Dashboard,pending,low,2025-07-30,2025-09-18,
712,TSK00712,29,116,Security Testing,completed,medium,2025-08-01,2025-09-19,2025-08-20
713,TSK00713,29,109,Security Testing,in progress,low,2025-08-12,2025-09-30,
714,TSK00714,29,104,Write Documentation,pending,low,2025-08-08,2025-10-06,
715,TSK00715,29,94,Design User Interface,completed,medium,2025-08-02,2025-08-19,2025-08-22
716,TSK00716,29,120,Develop API,completed,low,2025-08-01,2025-09-08,2025-08-17
717,TSK00717,29,101,Design User Interface,pending,medium,2025-07-26,2025-09-06,
718,TSK00718,29,119,Testing Module,in progress,low,2025-08-05,2025-09-09,
719,TSK00719,29,95,Optimize Performance,in progress,medium,2025-08-10,2025-08-24,
720,TSK00720,29,96,Write Documentation,completed,medium,2025-07-31,2025-09-11,2025-08-01
721,TSK00721,29,95,Security Testing,pending,critical,2025-08-02,2025-09-18,
722,TSK00722,29,99,Optimize Performance,completed,critical,2025-07-25,2025-08-24,2025-08-12
723,TSK00723,29,100,Optimize Performance,pending,medium,2025-08-11,2025-10-06,
724,TSK00724,29,115,Create Dashboard,in progress,high,2025-08-04,2025-08-18,
725,TSK00725,29,93,Create Dashboard,completed,medium,2025-07-19,2025-09-04,2025-07-27
726,TSK00726,29,109,Create Dashboard,in progress,high,2025-08-10,2025-08-19,
727,TSK00727,29,97,Write Documentation,pending,low,2025-08-13,2025-09-28,
728,TSK00728,29,122,Write Documentation,pending,medium,2025-07-22,2025-09-19,
729,TSK00729,29,103,Create Database Schema,pending,high,2025-08-10,2025-08-19,
730,TSK00730,29,96,Optimize Performance,completed,medium,2025-08-14,2025-09-27,2025-09-02
731,TSK00731,29,108,Design User Interface,pending,medium,2025-08-01,2025-08-11,
732,TSK00732,29,108,Deploy Application,completed,high,2025-08-02,2025-08-20,2025-08-21
733,TSK00733,29,116,Develop API,in progress,low,2025-08-07,2025-09-25,
734,TSK00734,29,109,Write Documentation,completed,medium,2025-08-04,2025-09-18,2025-08-15
735,TSK00735,29,101,Write Documentation,completed,critical,2025-08-14,2025-09-08,2025-08-22
736,TSK00736,29,106,Security Testing,completed,high,2025-07-30,2025-09-22,2025-08-04
737,TSK00737,29,115,Deploy Application,in progress,high,2025-08-01,2025-09-22,
738,TSK00738,29,99,Testing Module,completed,medium,2025-08-08,2025-09-02,2025-08-15
739,TSK00739,29,114,Develop API,in progress,critical,2025-08-06,2025-09-23,
740,TSK00740,29,115,Create Dashboard,in progress,high,2025-07-21,2025-09-14,
741,TSK00741,29,111,Security Testing,in progress,high,2025-07-27,2025-09-17,
742,TSK00742,29,102,Write Documentation,completed,high,2025-07-29,2025-09-07,2025-08-16
743,TSK00743,29,97,Design User Interface,pending,medium,2025-07-19,2025-08-07,
744,TSK00744,29,102,Fix Bugs,completed,low,2025-07-24,2025-08-03,2025-07-30
745,TSK00745,29,117,Deploy Application,completed,low,2025-08-07,2025-10-05,2025-08-14
746,TSK00746,29,120,Deploy Application,pending,high,2025-07-30,2025-09-22,
747,TSK00747,29,100,Deploy Application,in progress,high,2025-08-05,2025-10-02,
748,TSK00748,30,122,Write Documentation,completed,medium,2024-06-11,2024-08-07,2024-06-13
749,TSK00749,30,110,Design User Interface,in progress,low,2024-06-23,2024-07-16,
750,TSK00750,30,119,Testing Module,completed,high,2024-06-08,2024-07-30,2024-06-23
751,TSK00751,30,110,Security Testing,completed,low,2024-06-24,2024-08-16,2024-07-13
752,TSK00752,30,98,Create Database Schema,in progress,low,2024-06-08,2024-06-26,
753,TSK00753,30,105,Design User Interface,in progress,medium,2024-06-25,2024-08-06,
754,TSK00754,30,111,Fix Bugs,pending,low,2024-06-10,2024-07-16,
755,TSK00755,30,97,Create Dashboard,completed,medium,2024-06-24,2024-08-19,2024-06-26
756,TSK00756,30,108,Security Testing,completed,medium,2024-07-01,2024-07-12,2024-07-11
757,TSK00757,30,100,Develop API,completed,medium,2024-06-27,2024-08-23,2024-07-14
758,TSK00758,30,110,Deploy Application,pending,medium,2024-06-18,2024-07-17,
759,TSK00759,30,103,Create Dashboard,completed,medium,2024-06-09,2024-08-03,2024-06-20
760,TSK00760,30,110,Design User Interface,in progress,low,2024-06-21,2024-07-20,
761,TSK00761,30,113,Security Testing,pending,high,2024-06-16,2024-07-08,
762,TSK00762,30,105,Create Database Schema,completed,medium,2024-06-03,2024-07-14,2024-06-14
763,TSK00763,30,122,Deploy Application,in progress,high,2024-06-25,2024-07-25,
764,TSK00764,30,108,Design User Interface,completed,medium,2024-06-18,2024-08-05,2024-07-03
765,TSK00765,30,95,Create Database Schema,in progress,low,2024-06-08,2024-08-03,
766,TSK00766,30,113,Create Database Schema,in progress,medium,2024-06-19,2024-08-05,
767,TSK00767,30,114,Write Documentation,pending,high,2024-06-26,2024-07-16,
768,TSK00768,30,113,Create Database Schema,completed,high,2024-06-19,2024-07-05,2024-07-03
769,TSK00769,30,103,Design User Interface,in progress,low,2024-06-02,2024-06-12,
770,TSK00770,30,95,Security Testing,completed,high,2024-06-07,2024-06-30,2024-06-25
771,TSK00771,30,113,Write Documentation,in progress,medium,2024-06-15,2024-06-23,
772,TSK00772,30,93,Security Testing,completed,low,2024-06-14,2024-08-07,2024-07-02
773,TSK00773,30,120,Create Database Schema,pending,medium,2024-06-20,2024-07-29,
774,TSK00774,30,114,Fix Bugs,in progress,medium,2024-06-05,2024-06-30,
775,TSK00775,30,105,Design User Interface,completed,medium,2024-06-26,2024-08-06,2024-07-09
776,TSK00776,30,105,Deploy Application,pending,medium,2024-06-09,2024-07-26,
777,TSK00777,30,121,Create Dashboard,in progress,critical,2024-06-06,2024-06-13,
778,TSK00778,30,96,Design User Interface,completed,low,2024-06-19,2024-08-03,2024-06-24
779,TSK00779,30,123,Create Database Schema,in progress,medium,2024-06-14,2024-08-07,
780,TSK00780,31,106,Deploy Application,completed,low,2025-06-17,2025-07-05,2025-06-24
781,TSK00781,31,99,Create Database Schema,completed,low,2025-05-27,2025-07-24,2025-06-05
782,TSK00782,31,107,Deploy Application,completed,low,2025-06-07,2025-07-26,2025-06-25
783,TSK00783,31,99,Security Testing,in progress,medium,2025-05-22,2025-06-19,
784,TSK00784,31,113,Testing Module,pending,low,2025-05-31,2025-07-16,
785,TSK00785,31,108,Optimize Performance,completed,medium,2025-05-22,2025-07-10,2025-06-02
786,TSK00786,31,111,Security Testing,completed,medium,2025-05-29,2025-06-25,2025-06-03
787,TSK00787,31,103,Testing Module,pending,high,2025-06-02,2025-07-24,
788,TSK00788,31,119,Create Dashboard,completed,low,2025-06-12,2025-08-04,2025-06-21
789,TSK00789,31,107,Create Dashboard,completed,high,2025-05-30,2025-07-07,2025-06-14
790,TSK00790,31,113,Security Testing,pending,low,2025-06-06,2025-06-30,
791,TSK00791,31,99,Fix Bugs,completed,high,2025-06-16,2025-08-02,2025-07-04
792,TSK00792,31,120,Deploy Application,completed,medium,2025-05-22,2025-07-20,2025-05-23
793,TSK00793,31,117,Security Testing,in progress,medium,2025-06-07,2025-06-16,
794,TSK00794,31,121,Deploy Application,in progress,medium,2025-06-06,2025-08-01,
795,TSK00795,31,100,Security Testing,in progress,high,2025-05-24,2025-06-18,
796,TSK00796,31,109,Create Database Schema,in progress,medium,2025-05-24,2025-07-02,
797,TSK00797,31,114,Develop API,completed,high,2025-05-20,2025-06-04,2025-06-09
798,TSK00798,31,111,Security Testing,pending,medium,2025-06-03,2025-06-19,
799,TSK00799,31,94,Testing Module,completed,high,2025-06-12,2025-07-03,2025-06-24
800,TSK00800,31,100,Design User Interface,in progress,medium,2025-05-22,2025-07-01,
801,TSK00801,31,108,Optimize Performance,completed,high,2025-06-18,2025-06-27,2025-07-01
802,TSK00802,31,115,Deploy Application,in progress,medium,2025-06-09,2025-07-03,
803,TSK00803,31,110,Security Testing,completed,low,2025-06-15,2025-08-02,2025-07-04
804,TSK00804,31,113,Create Database Schema,in progress,medium,2025-06-01,2025-07-02,
805,TSK00805,31,105,Create Dashboard,pending,high,2025-06-18,2025-07-17,
806,TSK00806,31,93,Deploy Application,completed,high,2025-06-04,2025-07-09,2025-06-24
807,TSK00807,31,109,Fix Bugs,pending,medium,2025-05-25,2025-06-12,
808,TSK00808,31,115,Create Database Schema,in progress,medium,2025-05-25,2025-06-27,
809,TSK00809,31,96,Optimize Performance,in progress,medium,2025-06-14,2025-07-21,
810,TSK00810,31,113,Write Documentation,in progress,low,2025-05-26,2025-06-04,
811,TSK00811,31,98,Develop API,in progress,medium,2025-05-24,2025-06-02,
812,TSK00812,31,94,Develop API,in progress,medium,2025-06-17,2025-07-05,
813,TSK00813,32,111,Design User Interface,in progress,high,2024-09-17,2024-11-09,
814,TSK00814,32,99,Optimize Performance,completed,medium,2024-09-26,2024-11-02,2024-09-29
815,TSK00815,32,100,Write Documentation,in progress,medium,2024-10-02,2024-11-28,
816,TSK00816,32,112,Deploy Application,completed,medium,2024-09-23,2024-11-15,2024-09-29
817,TSK00817,32,107,Security Testing,in progress,medium,2024-09-26,2024-10-17,
818,TSK00818,32,96,Design User Interface,in progress,medium,2024-09-17,2024-10-26,
819,TSK00819,32,97,Security Testing,in progress,low,2024-09-26,2024-11-02,
820,TSK00820,32,121,Deploy Application,completed,medium,2024-10-03,2024-10-17,2024-10-05
821,TSK00821,32,97,Security Testing,in progress,medium,2024-09-07,2024-09-14,
822,TSK00822,32,109,Write Documentation,completed,medium,2024-10-03,2024-10-12,2024-10-17
823,TSK00823,32,100,Optimize Performance,in progress,high,2024-09-27,2024-10-28,
824,TSK00824,32,116,Security Testing,in progress,low,2024-09-16,2024-10-01,
825,TSK00825,32,100,Create Database Schema,in progress,medium,2024-09-13,2024-10-24,
826,TSK00826,32,93,Design User Interface,in progress,medium,2024-09-18,2024-10-02,
827,TSK00827,32,113,Testing Module,pending,medium,2024-09-21,2024-10-18,
828,TSK00828,32,97,Write Documentation,in progress,medium,2024-09-18,2024-10-11,
829,TSK00829,32,111,Create Dashboard,completed,medium,2024-09-13,2024-11-02,2024-09-27
830,TSK00830,32,110,Deploy Application,completed,medium,2024-09-17,2024-10-17,2024-10-01
831,TSK00831,32,101,Fix Bugs,in progress,medium,2024-09-22,2024-11-17,
832,TSK00832,32,97,Create Database Schema,in progress,high,2024-09-27,2024-11-01,
833,TSK00833,32,96,Testing Module,completed,medium,2024-09-30,2024-11-26,2024-10-06
834,TSK00834,32,115,Design User Interface,completed,low,2024-09-15,2024-11-01,2024-10-05
835,TSK00835,32,108,Security Testing,completed,medium,2024-09-05,2024-09-16,2024-09-10
836,TSK00836,32,95,Security Testing,pending,low,2024-09-13,2024-10-14,
837,TSK00837,32,113,Deploy Application,completed,medium,2024-10-04,2024-11-18,2024-10-24
838,TSK00838,32,113,Optimize Performance,completed,medium,2024-09-06,2024-09-25,2024-09-12
839,TSK00839,33,102,Testing Module,completed,low,2025-06-04,2025-07-19,2025-06-21
840,TSK00840,33,100,Security Testing,in progress,low,2025-05-30,2025-06-08,
841,TSK00841,33,93,Develop API,pending,low,2025-05-25,2025-06-18,
842,TSK00842,33,114,Write Documentation,in progress,medium,2025-06-07,2025-06-26,
843,TSK00843,33,115,Create Database Schema,pending,high,2025-05-30,2025-07-11,
844,TSK00844,33,122,Security Testing,completed,medium,2025-05-23,2025-07-21,2025-06-10
845,TSK00845,33,123,Testing Module,pending,medium,2025-05-22,2025-06-23,
846,TSK00846,33,98,Write Documentation,pending,medium,2025-06-01,2025-07-13,
847,TSK00847,33,103,Create Database Schema,in progress,high,2025-05-16,2025-06-08,
848,TSK00848,33,118,Security Testing,in progress,medium,2025-06-11,2025-07-16,
849,TSK00849,33,117,Testing Module,in progress,high,2025-05-26,2025-07-21,
850,TSK00850,33,120,Design User Interface,completed,medium,2025-05-28,2025-06-20,2025-06-16
851,TSK00851,33,118,Testing Module,in progress,medium,2025-05-16,2025-06-06,
852,TSK00852,33,123,Create Dashboard,in progress,medium,2025-06-08,2025-06-15,
853,TSK00853,33,102,Create Database Schema,completed,medium,2025-06-05,2025-07-29,2025-06-13
854,TSK00854,33,110,Develop API,in progress,medium,2025-06-09,2025-07-08,
855,TSK00855,33,98,Testing Module,completed,medium,2025-05-20,2025-06-08,2025-05-29
856,TSK00856,33,99,Testing Module,completed,medium,2025-05-21,2025-06-12,2025-05-30
857,TSK00857,33,117,Create Database Schema,completed,low,2025-06-09,2025-06-21,2025-06-14
858,TSK00858,33,112,Design User Interface,completed,high,2025-06-04,2025-07-15,2025-06-20
859,TSK00859,33,112,Create Dashboard,completed,medium,2025-05-15,2025-06-27,2025-05-27
860,TSK00860,33,98,Deploy Application,in progress,medium,2025-06-10,2025-07-01,
861,TSK00861,33,94,Deploy Application,in progress,high,2025-06-07,2025-07-14,
862,TSK00862,33,104,Write Documentation,pending,high,2025-05-31,2025-07-26,
863,TSK00863,33,96,Deploy Application,in progress,medium,2025-05-19,2025-07-09,
864,TSK00864,33,99,Write Documentation,pending,medium,2025-05-14,2025-06-10,
865,TSK00865,33,98,Deploy Application,completed,medium,2025-05-25,2025-06-18,2025-06-03
866,TSK00866,33,104,Develop API,completed,medium,2025-05-29,2025-06-18,2025-06-09
867,TSK00867,33,104,Write Documentation,completed,medium,2025-05-27,2025-06-14,2025-06-08
868,TSK00868,33,111,Testing Module,pending,high,2025-06-01,2025-07-24,
869,TSK00869,33,106,Write Documentation,completed,low,2025-05-22,2025-07-19,2025-06-09
870,TSK00870,33,118,Design User Interface,pending,low,2025-06-06,2025-07-14,
871,TSK00871,33,110,Create Dashboard,completed,high,2025-05-18,2025-06-13,2025-06-04
872,TSK00872,33,111,Design User Interface,in progress,medium,2025-05-22,2025-07-12,
873,TSK00873,33,119,Fix Bugs,pending,medium,2025-05-19,2025-07-05,
874,TSK00874,33,103,Fix Bugs,in progress,medium,2025-05-17,2025-06-28,
875,TSK00875,33,104,Design User Interface,completed,medium,2025-05-31,2025-06-29,2025-06-09
876,TSK00876,34,111,Security Testing,completed,medium,2024-11-21,2025-01-01,2024-11-28
877,TSK00877,34,104,Create Dashboard,completed,medium,2024-11-05,2024-12-13,2024-11-15
878,TSK00878,34,105,Security Testing,completed,medium,2024-11-24,2025-01-10,2024-11-27
879,TSK00879,34,106,Security Testing,completed,medium,2024-11-04,2024-11-15,2024-11-15
880,TSK00880,34,100,Create Dashboard,pending,medium,2024-11-02,2024-11-27,
881,TSK00881,34,113,Write Documentation,in progress,medium,2024-11-22,2024-12-27,
882,TSK00882,34,116,Security Testing,completed,medium,2024-11-24,2024-12-29,2024-12-06
883,TSK00883,34,120,Design User Interface,pending,low,2024-11-13,2024-12-05,
884,TSK00884,34,116,Create Database Schema,in progress,medium,2024-11-21,2024-12-23,
885,TSK00885,34,122,Optimize Performance,pending,medium,2024-11-03,2024-11-11,
886,TSK00886,34,117,Create Database Schema,in progress,low,2024-11-24,2025-01-09,
887,TSK00887,34,122,Write Documentation,pending,medium,2024-11-04,2024-11-26,
888,TSK00888,34,113,Develop API,in progress,low,2024-11-23,2025-01-22,
889,TSK00889,34,114,Create Dashboard,pending,high,2024-11-05,2024-12-02,
890,TSK00890,34,120,Deploy Application,in progress,high,2024-11-27,2025-01-08,
891,TSK00891,34,123,Deploy Application,pending,low,2024-11-14,2024-12-29,
892,TSK00892,34,106,Deploy Application,completed,medium,2024-11-14,2024-12-25,2024-12-03
893,TSK00893,34,110,Testing Module,completed,high,2024-11-09,2024-12-14,2024-11-25
894,TSK00894,34,101,Develop API,in progress,medium,2024-11-09,2024-11-16,
895,TSK00895,34,104,Fix Bugs,completed,medium,2024-11-16,2024-11-23,2024-11-21
896,TSK00896,34,102,Design User Interface,completed,high,2024-11-22,2025-01-19,2024-12-08
897,TSK00897,34,118,Design User Interface,in progress,medium,2024-11-09,2024-11-28,
898,TSK00898,34,105,Testing Module,completed,low,2024-11-13,2025-01-06,2024-11-27
899,TSK00899,34,105,Testing Module,in progress,medium,2024-11-20,2024-12-24,
900,TSK00900,34,117,Security Testing,pending,high,2024-11-20,2025-01-09,
901,TSK00901,34,116,Deploy Application,in progress,high,2024-11-08,2024-12-11,
902,TSK00902,34,97,Fix Bugs,completed,low,2024-11-06,2024-12-12,2024-11-12
903,TSK00903,34,115,Security Testing,in progress,medium,2024-11-19,2024-12-16,
904,TSK00904,34,110,Design User Interface,pending,low,2024-10-31,2024-11-13,
905,TSK00905,34,115,Optimize Performance,in progress,high,2024-11-09,2024-11-30,
906,TSK00906,34,108,Testing Module,pending,medium,2024-11-02,2024-11-28,
907,TSK00907,34,107,Design User Interface,completed,medium,2024-11-25,2025-01-24,2024-12-07
908,TSK00908,34,101,Write Documentation,completed,low,2024-11-24,2024-12-31,2024-11-26
909,TSK00909,34,119,Fix Bugs,pending,high,2024-11-05,2025-01-04,
910,TSK00910,34,117,Testing Module,pending,medium,2024-10-31,2024-12-05,
911,TSK00911,34,99,Optimize Performance,completed,high,2024-11-07,2024-11-20,2024-11-09
912,TSK00912,34,108,Write Documentation,completed,medium,2024-11-16,2024-12-12,2024-11-23
913,TSK00913,35,116,Design User Interface,pending,high,2024-10-23,2024-12-04,
914,TSK00914,35,108,Fix Bugs,pending,low,2024-10-29,2024-11-08,
915,TSK00915,35,100,Write Documentation,completed,medium,2024-11-09,2024-11-26,2024-11-13
916,TSK00916,35,96,Write Documentation,in progress,high,2024-11-07,2024-11-14,
917,TSK00917,35,115,Optimize Performance,in progress,medium,2024-10-14,2024-10-30,
918,TSK00918,35,98,Optimize Performance,completed,low,2024-10-24,2024-12-09,2024-11-01
919,TSK00919,35,94,Create Dashboard,completed,medium,2024-10-23,2024-12-13,2024-10-25
920,TSK00920,35,108,Testing Module,completed,medium,2024-10-30,2024-12-11,2024-11-04
921,TSK00921,35,118,Optimize Performance,completed,high,2024-11-07,2024-11-15,2024-11-19
922,TSK00922,35,116,Develop API,in progress,medium,2024-11-04,2024-11-13,
923,TSK00923,35,102,Deploy Application,completed,medium,2024-10-28,2024-11-16,2024-11-15
924,TSK00924,35,104,Create Dashboard,pending,high,2024-10-31,2024-11-24,
925,TSK00925,35,98,Create Database Schema,completed,medium,2024-11-09,2024-12-14,2024-11-27
926,TSK00926,35,104,Optimize Performance,completed,low,2024-10-22,2024-12-08,2024-11-09
927,TSK00927,35,98,Design User Interface,in progress,medium,2024-10-29,2024-11-28,
928,TSK00928,35,116,Create Database Schema,completed,medium,2024-11-06,2024-12-17,2024-11-17
929,TSK00929,35,109,Optimize Performance,in progress,high,2024-11-08,2024-11-24,
930,TSK00930,35,106,Create Dashboard,in progress,low,2024-11-01,2024-12-11,
931,TSK00931,35,119,Develop API,pending,low,2024-11-03,2024-11-12,
932,TSK00932,35,99,Create Database Schema,pending,low,2024-10-19,2024-12-06,
933,TSK00933,35,108,Deploy Application,in progress,medium,2024-11-08,2024-12-22,
934,TSK00934,35,100,Security Testing,pending,high,2024-10-21,2024-10-28,
935,TSK00935,35,122,Create Database Schema,completed,medium,2024-11-11,2024-12-28,2024-11-27
936,TSK00936,35,116,Write Documentation,in progress,high,2024-10-14,2024-12-10,
937,TSK00937,35,112,Fix Bugs,pending,medium,2024-11-04,2024-12-27,
938,TSK00938,35,123,Testing Module,completed,critical,2024-10-15,2024-10-28,2024-10-18
939,TSK00939,35,105,Testing Module,completed,low,2024-10-16,2024-12-04,2024-11-03
940,TSK00940,35,123,Develop API,in progress,medium,2024-10-20,2024-12-01,
941,TSK00941,35,104,Optimize Performance,completed,high,2024-10-26,2024-11-29,2024-11-14
942,TSK00942,35,118,Develop API,pending,medium,2024-11-10,2024-12-19,
943,TSK00943,35,112,Optimize Performance,completed,high,2024-10-23,2024-11-19,2024-11-10
944,TSK00944,35,120,Create Dashboard,completed,medium,2024-10-30,2024-12-16,2024-11-10
945,TSK00945,35,112,Testing Module,completed,medium,2024-10-26,2024-11-15,2024-11-06
946,TSK00946,35,104,Optimize Performance,completed,medium,2024-10-25,2024-11-26,2024-11-03
947,TSK00947,35,112,Design User Interface,completed,medium,2024-10-13,2024-11-08,2024-10-23
948,TSK00948,35,100,Testing Module,in progress,high,2024-10-13,2024-10-21,
949,TSK00949,35,122,Deploy Application,completed,medium,2024-11-06,2024-12-19,2024-11-15
950,TSK00950,35,96,Design User Interface,in progress,medium,2024-11-11,2024-11-27,
951,TSK00951,35,121,Security Testing,in progress,medium,2024-10-17,2024-11-09,
952,TSK00952,36,149,Security Testing,pending,high,2025-03-20,2025-05-12,
953,TSK00953,36,135,Optimize Performance,completed,high,2025-03-13,2025-05-03,2025-03-29
954,TSK00954,36,130,Security Testing,in progress,medium,2025-04-02,2025-04-11,
955,TSK00955,36,129,Design User Interface,completed,high,2025-04-03,2025-05-01,2025-04-16
956,TSK00956,36,150,Create Database Schema,completed,high,2025-03-22,2025-04-12,2025-04-05
957,TSK00957,36,124,Write Documentation,completed,low,2025-04-03,2025-05-13,2025-04-23
958,TSK00958,36,160,Develop API,in progress,medium,2025-03-12,2025-05-02,
959,TSK00959,36,149,Optimize Performance,pending,high,2025-03-18,2025-04-30,
960,TSK00960,36,151,Fix Bugs,pending,high,2025-03-27,2025-04-12,
961,TSK00961,36,154,Security Testing,in progress,high,2025-03-15,2025-04-26,
962,TSK00962,36,149,Deploy Application,in progress,medium,2025-03-23,2025-05-13,
963,TSK00963,36,159,Testing Module,completed,medium,2025-03-15,2025-05-02,2025-03-31
964,TSK00964,36,163,Deploy Application,pending,medium,2025-03-29,2025-04-09,
965,TSK00965,36,160,Create Database Schema,completed,low,2025-03-19,2025-04-21,2025-03-30
966,TSK00966,36,136,Create Dashboard,in progress,medium,2025-03-24,2025-05-11,
967,TSK00967,36,146,Security Testing,completed,high,2025-03-11,2025-05-08,2025-03-17
968,TSK00968,36,126,Testing Module,completed,low,2025-03-25,2025-04-24,2025-04-09
969,TSK00969,36,131,Design User Interface,completed,medium,2025-03-15,2025-04-30,2025-03-18
970,TSK00970,36,142,Design User Interface,pending,medium,2025-04-09,2025-06-06,
971,TSK00971,36,154,Design User Interface,in progress,medium,2025-03-14,2025-05-07,
972,TSK00972,36,158,Deploy Application,pending,high,2025-03-28,2025-05-09,
973,TSK00973,36,125,Write Documentation,completed,medium,2025-03-26,2025-05-14,2025-03-31
974,TSK00974,36,134,Design User Interface,pending,medium,2025-03-27,2025-05-23,
975,TSK00975,36,153,Design User Interface,completed,low,2025-04-02,2025-05-21,2025-04-04
976,TSK00976,36,130,Design User Interface,completed,medium,2025-03-19,2025-05-06,2025-03-31
977,TSK00977,36,148,Deploy Application,pending,critical,2025-03-23,2025-04-05,
978,TSK00978,36,162,Deploy Application,in progress,low,2025-04-08,2025-04-27,
979,TSK00979,36,125,Design User Interface,completed,medium,2025-03-27,2025-05-06,2025-04-14
980,TSK00980,36,149,Develop API,in progress,low,2025-03-20,2025-05-09,
981,TSK00981,36,143,Testing Module,in progress,critical,2025-03-22,2025-04-30,
982,TSK00982,36,148,Design User Interface,completed,high,2025-03-19,2025-04-12,2025-03-28
983,TSK00983,36,149,Develop API,pending,low,2025-03-18,2025-04-18,
984,TSK00984,36,164,Testing Module,completed,medium,2025-03-27,2025-05-09,2025-04-16
985,TSK00985,36,143,Security Testing,in progress,medium,2025-03-15,2025-04-25,
986,TSK00986,36,132,Security Testing,pending,medium,2025-03-15,2025-05-12,
987,TSK00987,37,157,Develop API,pending,medium,2024-05-16,2024-07-11,
988,TSK00988,37,134,Create Dashboard,completed,low,2024-04-23,2024-06-03,2024-05-12
989,TSK00989,37,144,Develop API,pending,high,2024-05-12,2024-07-06,
990,TSK00990,37,150,Fix Bugs,completed,medium,2024-04-29,2024-06-27,2024-05-13
991,TSK00991,37,133,Testing Module,completed,low,2024-05-17,2024-06-04,2024-05-26
992,TSK00992,37,163,Fix Bugs,completed,medium,2024-04-19,2024-06-04,2024-05-09
993,TSK00993,37,138,Design User Interface,in progress,medium,2024-04-26,2024-06-16,
994,TSK00994,37,156,Security Testing,in progress,medium,2024-05-13,2024-06-30,
995,TSK00995,37,148,Optimize Performance,pending,medium,2024-04-30,2024-05-17,
